"","caseid","Leg_01","Leg_SameRights","Leg_DiscussProposals","Leg_AcceptDecisions","treat_ideol","treat_mod","treat_demo","PercDemnorm","threat","PercIdeol"
"2297",1313006085,NA,NA,NA,NA,"centre-right","moderate left/right","pro-democratic",5,4,NA
"2298",1311566923,0.555555555555556,0.666666666666667,0.5,0.5,"centre-left","moderate left/right","anti-democratic",4,4,3
"2299",1312973009,1,1,1,1,"centre-right","moderate left/right","anti-democratic",NA,NA,NA
"2300",1312972967,1,1,1,1,"right-wing","left/right wing","pro-democratic",7,1,5
"2301",1312595789,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","anti-democratic",5,3,3
"2302",1312790869,1,1,1,1,"centre-left","moderate left/right","pro-democratic",5,1,NA
"2303",1313010707,0.388888888888889,0.5,0.333333333333333,0.333333333333333,"left-wing","left/right wing","pro-democratic",6,3,3
"2304",1313006163,1,1,1,1,"centre","centre","pro-democratic",6,1,3
"2305",1312578697,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","anti-democratic",5,5,NA
"2306",1312679145,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,"left-wing","left/right wing","anti-democratic",2,6,NA
"2307",1310446077,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","anti-democratic",NA,NA,NA
"2308",1310342977,1,1,1,1,"centre-left","moderate left/right","anti-democratic",NA,NA,NA
"2309",1313042465,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,"centre-left","moderate left/right","anti-democratic",5,4,NA
"2310",1313046533,NA,NA,NA,NA,"right-wing","left/right wing","anti-democratic",4,4,NA
"2311",1312775171,1,1,1,1,"centre-right","moderate left/right","pro-democratic",7,NA,NA
"2312",1312961053,1,1,1,1,"left-wing","left/right wing","pro-democratic",NA,NA,NA
"2313",1312961239,1,1,1,1,"left-wing","left/right wing","anti-democratic",4,4,3
"2314",1312775133,1,1,1,1,"centre-left","moderate left/right","pro-democratic",NA,NA,NA
"2315",1311649999,1,1,1,1,"control","control","control",4,1,3
"2316",1308830565,0.944444444444444,1,0.833333333333333,1,"centre","centre","pro-democratic",6,2,3
"2317",1312730669,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","anti-democratic",3,4,1
"2318",1313006483,1,1,1,1,"right-wing","left/right wing","anti-democratic",2,2,5
"2319",1313015271,0.777777777777778,0.833333333333333,0.833333333333333,0.666666666666667,"centre-left","moderate left/right","pro-democratic",4,3,2
"2320",1312742051,0.611111111111111,0.5,1,0.333333333333333,"left-wing","left/right wing","pro-democratic",NA,1,1
"2321",1312824109,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",4,2,4
"2322",1311595005,1,1,1,1,"right-wing","left/right wing","anti-democratic",1,6,5
"2323",1312790861,0.777777777777778,0.666666666666667,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","anti-democratic",6,1,4
"2324",1313048747,NA,NA,1,NA,"centre","centre","pro-democratic",1,7,NA
"2325",1312835153,NA,0.833333333333333,0.833333333333333,NA,"control","control","control",7,NA,NA
"2326",1312961045,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"left-wing","left/right wing","pro-democratic",NA,NA,NA
"2327",1312578971,NA,0.666666666666667,NA,NA,"centre-left","moderate left/right","anti-democratic",NA,4,NA
"2328",1311074303,1,1,1,1,"right-wing","left/right wing","pro-democratic",6,2,5
"2329",1313048553,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"control","control","control",4,2,3
"2330",1312867661,0.944444444444444,1,1,0.833333333333333,"centre-right","moderate left/right","pro-democratic",4,2,3
"2331",1312775471,0.555555555555556,0.5,0.666666666666667,0.5,"centre","centre","anti-democratic",5,4,NA
"2332",1313061857,NA,NA,NA,NA,"right-wing","left/right wing","pro-democratic",NA,NA,NA
"2333",1312679115,1,1,1,1,"centre-right","moderate left/right","pro-democratic",6,2,4
"2334",1313063377,1,1,1,1,"right-wing","left/right wing","anti-democratic",NA,5,NA
"2335",1313075707,1,1,1,1,"right-wing","left/right wing","anti-democratic",6,1,1
"2336",1313075807,1,1,1,1,"control","control","control",5,4,4
"2337",1312542305,0.944444444444444,1,1,0.833333333333333,"centre-right","moderate left/right","anti-democratic",4,3,4
"2338",1312741845,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","anti-democratic",4,3,4
"2339",1312595605,1,1,1,1,"left-wing","left/right wing","anti-democratic",2,4,2
"2340",1310863727,0.666666666666667,1,1,0,"centre","centre","anti-democratic",1,1,1
"2341",1313071705,1,1,1,1,"centre","centre","anti-democratic",5,3,3
"2342",1313082297,1,1,1,1,"centre-left","moderate left/right","anti-democratic",1,1,4
"2343",1313095819,0.722222222222222,0.833333333333333,0.5,0.833333333333333,"centre-right","moderate left/right","pro-democratic",4,4,3
"2344",1312775149,1,1,1,1,"left-wing","left/right wing","anti-democratic",7,2,1
"2345",1313088641,0.888888888888889,1,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","pro-democratic",6,3,2
"2346",1312595593,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","pro-democratic",5,2,4
"2347",1313103135,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"control","control","control",7,2,3
"2348",1312578955,1,1,1,1,"left-wing","left/right wing","pro-democratic",7,1,1
"2349",1311182031,NA,NA,NA,NA,"left-wing","left/right wing","pro-democratic",NA,NA,NA
"2350",1311566841,1,1,1,1,"centre","centre","pro-democratic",5,2,3
"2351",1313102663,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",5,1,NA
"2352",1311649139,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",3,5,3
"2353",1312542909,1,1,1,1,"centre-right","moderate left/right","anti-democratic",6,2,5
"2354",1311114467,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","pro-democratic",3,5,4
"2355",1313063073,0.611111111111111,0.5,0.666666666666667,0.666666666666667,"centre-right","moderate left/right","pro-democratic",4,4,3
"2356",1312524115,1,1,1,1,"right-wing","left/right wing","anti-democratic",1,7,5
"2357",1313124851,0.5,0.5,0.5,0.5,"centre","centre","anti-democratic",NA,NA,NA
"2358",1313125053,0.555555555555556,0.666666666666667,0.333333333333333,0.666666666666667,"left-wing","left/right wing","pro-democratic",2,4,2
"2359",1312972939,0.611111111111111,0.666666666666667,0.666666666666667,0.5,"centre","centre","anti-democratic",4,5,3
"2360",1311386157,1,1,1,1,"right-wing","left/right wing","pro-democratic",2,4,5
"2361",1311114507,0.888888888888889,0.833333333333333,0.833333333333333,1,"left-wing","left/right wing","anti-democratic",5,2,1
"2362",1312972963,1,1,1,1,"left-wing","left/right wing","anti-democratic",4,5,1
"2363",1313140383,0.5,0.5,0.5,0.5,"left-wing","left/right wing","pro-democratic",4,4,3
"2364",1312634479,1,1,1,1,"centre-right","moderate left/right","pro-democratic",7,NA,NA
"2365",1313140367,1,1,1,1,"centre","centre","pro-democratic",7,1,4
"2366",1312961275,NA,0.833333333333333,0.833333333333333,NA,"centre-right","moderate left/right","anti-democratic",NA,6,5
"2367",1313103427,NA,NA,NA,NA,"centre-left","moderate left/right","anti-democratic",1,7,5
"2368",1312730657,1,1,1,1,"centre-left","moderate left/right","pro-democratic",7,1,2
"2369",1311114571,0.5,0.5,0.5,0.5,"left-wing","left/right wing","pro-democratic",3,4,5
"2370",1313006475,NA,1,1,NA,"right-wing","left/right wing","anti-democratic",2,6,5
"2371",1313063367,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"control","control","control",5,3,3
"2372",1313153845,0.722222222222222,0.666666666666667,0.666666666666667,0.833333333333333,"centre-left","moderate left/right","anti-democratic",NA,NA,NA
"2373",1312695475,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","pro-democratic",3,NA,NA
"2374",1313154465,NA,NA,NA,NA,"centre-left","moderate left/right","pro-democratic",NA,NA,NA
"2375",1313158869,0.5,0.333333333333333,0.666666666666667,0.5,"centre-right","moderate left/right","anti-democratic",6,4,1
"2376",1313153601,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",4,5,NA
"2377",1313140451,1,1,1,1,"right-wing","left/right wing","anti-democratic",3,5,4
"2378",1311460419,NA,1,1,NA,"centre-left","moderate left/right","anti-democratic",4,4,2
"2379",1313156137,1,1,1,1,"left-wing","left/right wing","anti-democratic",1,7,NA
"2380",1313048701,1,1,1,1,"left-wing","left/right wing","anti-democratic",NA,NA,5
"2381",1312867837,NA,NA,NA,NA,"centre","centre","pro-democratic",NA,NA,NA
"2382",1313156129,0.444444444444444,0.5,0.5,0.333333333333333,"left-wing","left/right wing","pro-democratic",4,4,3
"2383",1312696169,1,1,1,1,"control","control","control",5,1,3
"2384",1313171421,1,1,1,1,"centre","centre","anti-democratic",4,1,NA
"2385",1313048601,1,1,1,1,"right-wing","left/right wing","anti-democratic",7,1,5
"2386",1313173317,0.5,0.5,0.5,0.5,"centre-left","moderate left/right","anti-democratic",3,4,1
"2387",1313173457,0.5,0.5,0.666666666666667,0.333333333333333,"centre-right","moderate left/right","pro-democratic",5,4,3
"2388",1312791139,1,1,1,1,"right-wing","left/right wing","pro-democratic",7,1,5
"2389",1313095553,0.944444444444444,1,0.833333333333333,1,"centre","centre","pro-democratic",6,2,3
"2390",1313173337,1,1,1,1,"centre-left","moderate left/right","pro-democratic",7,1,2
"2391",1313183777,1,1,1,1,"centre-left","moderate left/right","pro-democratic",4,4,3
"2392",1312469469,1,1,1,1,"centre-right","moderate left/right","pro-democratic",3,5,5
"2393",1313187799,1,1,1,1,"centre","centre","pro-democratic",7,1,3
"2394",1313191801,0.666666666666667,1,0.666666666666667,0.333333333333333,"centre-left","moderate left/right","anti-democratic",2,5,5
"2395",1313187787,1,1,1,1,"centre","centre","anti-democratic",3,5,5
"2396",1313192949,1,1,1,1,"control","control","control",5,3,1
"2397",1313187823,1,1,1,1,"left-wing","left/right wing","pro-democratic",7,1,NA
"2398",1313197993,1,1,1,1,"control","control","control",NA,NA,3
"2399",1313188939,1,1,1,1,"centre-right","moderate left/right","anti-democratic",NA,2,4
"2400",1312961067,1,1,1,1,"left-wing","left/right wing","anti-democratic",4,5,5
"2401",1312595625,1,1,1,1,"centre-left","moderate left/right","anti-democratic",5,3,1
"2402",1313177925,0.888888888888889,1,1,0.666666666666667,"left-wing","left/right wing","anti-democratic",3,4,NA
"2403",1313198211,1,1,1,1,"centre","centre","anti-democratic",6,1,4
"2404",1312961073,0.444444444444444,0.5,0.5,0.333333333333333,"right-wing","left/right wing","anti-democratic",3,5,NA
"2405",1312967327,1,1,1,1,"control","control","control",NA,NA,NA
"2406",1312695461,1,1,1,1,"right-wing","left/right wing","pro-democratic",4,4,5
"2407",1312634495,1,1,1,1,"centre","centre","pro-democratic",4,NA,3
"2408",1312595621,1,1,1,1,"centre-right","moderate left/right","pro-democratic",3,1,5
"2409",1311428751,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"right-wing","left/right wing","anti-democratic",1,5,5
"2410",1313221273,0.777777777777778,0.833333333333333,0.833333333333333,0.666666666666667,"centre","centre","pro-democratic",NA,NA,NA
"2411",1313049227,0.888888888888889,0.833333333333333,0.833333333333333,1,"centre-left","moderate left/right","pro-democratic",6,2,2
"2412",1311284531,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,"centre-left","moderate left/right","pro-democratic",6,4,3
"2413",1312775477,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",4,3,5
"2414",1311114509,1,1,1,1,"right-wing","left/right wing","anti-democratic",5,1,5
"2415",1313140389,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"left-wing","left/right wing","anti-democratic",3,5,2
"2416",1313155193,1,1,1,1,"centre","centre","pro-democratic",6,2,NA
"2417",1311567075,1,1,1,1,"centre-right","moderate left/right","pro-democratic",7,1,4
"2418",1311238309,0.666666666666667,1,1,0,"centre-right","moderate left/right","anti-democratic",7,4,4
"2419",1312356099,1,1,1,1,"control","control","control",6,1,3
"2420",1313214163,0.611111111111111,0.5,0.666666666666667,0.666666666666667,"left-wing","left/right wing","anti-democratic",NA,NA,NA
"2421",1313236939,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"left-wing","left/right wing","pro-democratic",NA,NA,NA
"2422",1311595031,1,1,1,1,"centre-left","moderate left/right","anti-democratic",4,2,1
"2423",1291206479,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","anti-democratic",NA,1,4
"2424",1312867925,1,1,1,1,"right-wing","left/right wing","pro-democratic",7,1,4
"2425",1311566015,1,1,1,1,"centre-left","moderate left/right","anti-democratic",4,3,5
"2426",1313238585,0.833333333333333,0.833333333333333,1,0.666666666666667,"centre-left","moderate left/right","pro-democratic",1,5,4
"2427",1311460241,1,1,1,1,"left-wing","left/right wing","pro-democratic",7,2,2
"2428",1313199861,0.777777777777778,0.666666666666667,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","anti-democratic",NA,1,3
"2429",1312823831,1,1,1,1,"centre","centre","anti-democratic",3,4,NA
"2430",1312695567,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"right-wing","left/right wing","anti-democratic",4,4,1
"2431",1313155149,0.944444444444444,1,0.833333333333333,1,"centre-right","moderate left/right","pro-democratic",6,2,4
"2432",1313236859,NA,NA,NA,NA,"centre","centre","pro-democratic",NA,NA,NA
"2433",1312524245,1,1,1,1,"right-wing","left/right wing","anti-democratic",6,2,5
"2434",1312823961,1,1,1,1,"centre-left","moderate left/right","pro-democratic",7,7,2
"2435",1313199887,1,1,1,1,"centre-left","moderate left/right","pro-democratic",7,2,2
"2436",1313248849,1,1,1,1,"right-wing","left/right wing","anti-democratic",6,2,4
"2437",1312961051,0.944444444444444,1,0.833333333333333,1,"right-wing","left/right wing","pro-democratic",5,3,5
"2438",1313173367,0.666666666666667,0.5,0.666666666666667,0.833333333333333,"centre","centre","pro-democratic",5,2,3
"2439",1313155427,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","pro-democratic",1,7,5
"2440",1310623751,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,"left-wing","left/right wing","pro-democratic",5,3,1
"2441",1311219095,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","pro-democratic",NA,2,3
"2442",1313253553,0.722222222222222,0.666666666666667,0.833333333333333,0.666666666666667,"right-wing","left/right wing","pro-democratic",4,4,3
"2443",1313262641,0.666666666666667,0.333333333333333,0.666666666666667,1,"centre-right","moderate left/right","anti-democratic",6,4,3
"2444",1313265799,0.666666666666667,0.5,0.833333333333333,0.666666666666667,"control","control","control",NA,NA,NA
"2445",1312524483,NA,NA,NA,NA,"centre","centre","anti-democratic",NA,3,4
"2446",1313264629,1,1,1,1,"left-wing","left/right wing","pro-democratic",7,1,2
"2447",1313236827,0.5,0.5,0.5,0.5,"left-wing","left/right wing","anti-democratic",4,NA,NA
"2448",1313278689,1,1,1,1,"centre","centre","pro-democratic",5,3,1
"2449",1313281201,0.888888888888889,1,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","anti-democratic",5,3,NA
"2450",1313236845,0.5,0.5,0.5,0.5,"left-wing","left/right wing","anti-democratic",4,4,NA
"2451",1313250271,1,1,1,1,"centre","centre","anti-democratic",NA,NA,NA
"2452",1313236837,NA,NA,NA,NA,"centre-right","moderate left/right","pro-democratic",NA,NA,NA
"2453",1313288251,NA,NA,NA,NA,"left-wing","left/right wing","pro-democratic",NA,NA,NA
"2454",1313288475,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",5,2,4
"2455",1313288197,1,1,1,1,"centre-left","moderate left/right","anti-democratic",5,3,4
"2456",1313048623,NA,NA,NA,NA,"right-wing","left/right wing","pro-democratic",4,4,NA
"2457",1311127947,0.722222222222222,0.5,0.833333333333333,0.833333333333333,"left-wing","left/right wing","anti-democratic",4,3,5
"2458",1311127979,NA,NA,NA,NA,"centre","centre","anti-democratic",NA,NA,NA
"2459",1312679135,0.5,0.5,0.5,0.5,"right-wing","left/right wing","pro-democratic",NA,NA,NA
"2460",1313284677,1,1,1,1,"left-wing","left/right wing","pro-democratic",7,1,1
"2461",1313048697,1,1,1,1,"centre-right","moderate left/right","anti-democratic",3,3,5
"2462",1312645897,1,1,1,1,"right-wing","left/right wing","anti-democratic",7,1,5
"2463",1313304243,1,1,1,1,"centre","centre","pro-democratic",4,3,1
"2464",1311350731,0.722222222222222,0.833333333333333,0.666666666666667,0.666666666666667,"centre-left","moderate left/right","anti-democratic",NA,NA,1
"2465",1313308905,1,1,1,1,"left-wing","left/right wing","anti-democratic",6,3,4
"2466",1312595595,1,1,1,1,"centre","centre","anti-democratic",6,2,5
"2467",1313063069,0.722222222222222,0.666666666666667,0.666666666666667,0.833333333333333,"left-wing","left/right wing","anti-democratic",5,5,NA
"2468",1313320999,1,1,1,1,"centre","centre","pro-democratic",7,1,3
"2469",1311460431,1,1,1,1,"centre-left","moderate left/right","pro-democratic",7,1,1
"2470",1313316163,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre-right","moderate left/right","pro-democratic",NA,4,4
"2471",1313316459,1,1,1,1,"centre-left","moderate left/right","pro-democratic",7,2,2
"2472",1313328145,NA,NA,NA,NA,"centre-right","moderate left/right","anti-democratic",NA,NA,NA
"2473",1313326591,NA,NA,NA,NA,"left-wing","left/right wing","pro-democratic",NA,NA,NA
"2474",1313327657,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre-right","moderate left/right","pro-democratic",4,4,4
"2475",1313329371,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"right-wing","left/right wing","anti-democratic",NA,NA,NA
"2476",1313339875,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","anti-democratic",2,5,5
"2477",1313341991,NA,NA,NA,1,"left-wing","left/right wing","pro-democratic",NA,NA,NA
"2478",1311650155,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","anti-democratic",4,6,4
"2479",1311528247,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",NA,NA,NA
"2480",1313095361,NA,NA,NA,NA,"left-wing","left/right wing","anti-democratic",NA,NA,NA
"2481",1313328139,1,1,1,1,"control","control","control",5,3,NA
"2482",1313236761,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"right-wing","left/right wing","anti-democratic",4,3,5
"2483",1313341891,1,1,1,1,"centre-right","moderate left/right","anti-democratic",NA,NA,NA
"2484",1313301753,1,1,1,1,"control","control","control",7,1,3
"2485",1313342047,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"control","control","control",5,3,3
"2486",1313341645,1,1,1,1,"centre-left","moderate left/right","anti-democratic",2,2,NA
"2487",1311238221,1,1,1,1,"right-wing","left/right wing","pro-democratic",NA,NA,5
"2488",1312972971,0.666666666666667,0.5,0.833333333333333,0.666666666666667,"centre","centre","anti-democratic",NA,1,4
"2489",1313155145,NA,0.666666666666667,0.666666666666667,NA,"centre","centre","pro-democratic",3,NA,NA
"2490",1313342023,1,1,1,1,"centre-right","moderate left/right","pro-democratic",NA,1,4
"2491",1313341853,1,1,1,1,"centre-left","moderate left/right","pro-democratic",6,1,2
"2492",1313280077,1,1,1,1,"centre","centre","pro-democratic",7,1,3
"2493",1313355035,1,1,1,1,"left-wing","left/right wing","anti-democratic",4,4,1
"2494",1313358713,0.777777777777778,0.833333333333333,0.833333333333333,0.666666666666667,"centre-left","moderate left/right","pro-democratic",4,5,4
"2495",1313316303,1,1,1,1,"centre","centre","anti-democratic",1,4,4
"2496",1312790915,1,1,1,1,"centre-left","moderate left/right","anti-democratic",NA,4,2
"2497",1313236851,1,1,1,1,"control","control","control",4,2,4
"2498",1312646187,0.888888888888889,1,1,0.666666666666667,"centre-right","moderate left/right","pro-democratic",4,4,4
"2499",1313095429,0,0,0,0,"left-wing","left/right wing","pro-democratic",5,4,NA
"2500",1313373927,1,1,1,1,"left-wing","left/right wing","pro-democratic",7,1,NA
"2501",1311420481,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","pro-democratic",2,3,4
"2502",1313236999,NA,NA,NA,NA,"centre-right","moderate left/right","anti-democratic",NA,NA,NA
"2503",1313327659,1,1,1,1,"centre-left","moderate left/right","pro-democratic",1,7,1
"2504",1313250011,1,1,1,1,"left-wing","left/right wing","anti-democratic",3,1,NA
"2505",1313384443,0.611111111111111,0.5,0.666666666666667,0.666666666666667,"centre","centre","anti-democratic",4,4,NA
"2506",1313368893,0.555555555555556,0.5,0.666666666666667,0.5,"centre","centre","pro-democratic",4,4,3
"2507",1313388501,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre-left","moderate left/right","anti-democratic",NA,NA,NA
"2508",1313095505,NA,NA,NA,NA,"control","control","control",NA,NA,NA
"2509",1313327833,1,1,1,1,"centre-right","moderate left/right","anti-democratic",6,1,NA
"2510",1313095359,NA,NA,NA,NA,"right-wing","left/right wing","anti-democratic",NA,NA,NA
"2511",1310954965,1,1,1,1,"centre-right","moderate left/right","pro-democratic",7,1,3
"2512",1312824097,1,1,1,1,"centre-left","moderate left/right","pro-democratic",4,NA,3
"2513",1312469141,1,1,1,1,"centre-right","moderate left/right","anti-democratic",4,4,NA
"2514",1313155155,1,1,1,1,"left-wing","left/right wing","anti-democratic",4,1,1
"2515",1313398049,0.611111111111111,0.333333333333333,1,0.5,"centre","centre","anti-democratic",4,5,2
"2516",1313398291,0.722222222222222,0.666666666666667,0.666666666666667,0.833333333333333,"centre-right","moderate left/right","anti-democratic",5,4,3
"2517",1313063055,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","pro-democratic",NA,1,4
"2518",1313401789,0.5,0.5,0.333333333333333,0.666666666666667,"centre-left","moderate left/right","anti-democratic",NA,3,3
"2519",1313015171,0.388888888888889,0.333333333333333,0.5,0.333333333333333,"left-wing","left/right wing","anti-democratic",NA,4,NA
"2520",1312972937,NA,NA,NA,NA,"left-wing","left/right wing","pro-democratic",NA,NA,NA
"2521",1313397523,0.833333333333333,1,1,0.5,"right-wing","left/right wing","pro-democratic",5,4,5
"2522",1312867897,0.888888888888889,1,0.833333333333333,0.833333333333333,"right-wing","left/right wing","anti-democratic",5,3,3
"2523",1313006473,0.611111111111111,0.666666666666667,0.5,0.666666666666667,"right-wing","left/right wing","anti-democratic",4,5,5
"2524",1313006509,1,1,1,1,"left-wing","left/right wing","pro-democratic",7,1,NA
"2525",1312695649,0.777777777777778,0.666666666666667,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","anti-democratic",NA,NA,NA
"2526",1312790775,NA,NA,0.5,0.5,"centre-left","moderate left/right","pro-democratic",3,2,NA
"2527",1313411493,1,1,1,1,"centre-right","moderate left/right","pro-democratic",NA,1,NA
"2528",1313403155,1,1,1,1,"right-wing","left/right wing","pro-democratic",NA,4,5
"2529",1313421999,0.722222222222222,0.666666666666667,0.666666666666667,0.833333333333333,"control","control","control",5,3,NA
"2530",1313433921,0.777777777777778,0.666666666666667,0.833333333333333,0.833333333333333,"right-wing","left/right wing","anti-democratic",NA,NA,NA
"2531",1313048975,1,1,1,1,"right-wing","left/right wing","pro-democratic",NA,3,5
"2532",1313434471,0.944444444444444,1,0.833333333333333,1,"right-wing","left/right wing","anti-democratic",5,2,4
"2533",1313250215,0.555555555555556,0.666666666666667,0.5,0.5,"centre-right","moderate left/right","anti-democratic",5,NA,NA
"2534",1313434043,1,1,1,1,"centre","centre","anti-democratic",2,3,5
"2535",1313354125,1,1,1,1,"centre","centre","anti-democratic",3,2,3
"2536",1313327665,1,1,1,1,"centre","centre","pro-democratic",5,3,5
"2537",1313448005,0.666666666666667,0.666666666666667,0.833333333333333,0.5,"centre-left","moderate left/right","pro-democratic",4,2,3
"2538",1313442855,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","pro-democratic",NA,NA,NA
"2539",1310281605,1,1,1,1,"centre","centre","anti-democratic",7,1,3
"2540",1312411169,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"control","control","control",NA,2,NA
"2541",1310947151,NA,NA,NA,NA,"control","control","control",NA,NA,NA
"2542",1311505993,0.555555555555556,0.333333333333333,0.666666666666667,0.666666666666667,"control","control","control",NA,NA,NA
"2543",1313450169,0.777777777777778,0.666666666666667,1,0.666666666666667,"centre-left","moderate left/right","pro-democratic",4,3,4
"2544",1313450471,0.666666666666667,0.666666666666667,0.5,0.833333333333333,"centre","centre","pro-democratic",6,3,NA
"2545",1311474467,1,1,1,1,"centre","centre","anti-democratic",1,7,5
"2546",1312679207,1,1,1,1,"left-wing","left/right wing","anti-democratic",3,2,4
"2547",1313140371,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","anti-democratic",5,3,2
"2548",1306499475,1,1,1,1,"centre-right","moderate left/right","pro-democratic",NA,NA,NA
"2549",1313459641,NA,NA,NA,NA,"centre-left","moderate left/right","anti-democratic",NA,NA,NA
"2550",1308136865,0.722222222222222,0.5,0.833333333333333,0.833333333333333,"control","control","control",NA,4,4
"2551",1311074299,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"left-wing","left/right wing","anti-democratic",NA,5,2
"2552",1312679133,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","pro-democratic",NA,NA,NA
"2553",1313140373,0.611111111111111,0.5,0.666666666666667,0.666666666666667,"centre-right","moderate left/right","anti-democratic",6,3,4
"2554",1313455469,0.5,0.5,0.5,0.5,"centre-right","moderate left/right","pro-democratic",4,4,NA
"2555",1313316355,0.777777777777778,0.666666666666667,0.833333333333333,0.833333333333333,"right-wing","left/right wing","anti-democratic",4,4,5
"2556",1313455415,0.777777777777778,0.666666666666667,0.833333333333333,0.833333333333333,"left-wing","left/right wing","pro-democratic",NA,4,1
"2557",1310770407,0.833333333333333,0.666666666666667,0.833333333333333,1,"right-wing","left/right wing","pro-democratic",4,2,5
"2558",1309223161,NA,NA,NA,NA,"left-wing","left/right wing","pro-democratic",3,5,1
"2559",1313250219,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"left-wing","left/right wing","anti-democratic",NA,NA,NA
"2560",1313436671,1,1,1,1,"control","control","control",4,NA,NA
"2561",1313063349,1,1,1,1,"right-wing","left/right wing","anti-democratic",6,7,5
"2562",1313327791,0.944444444444444,1,1,0.833333333333333,"centre","centre","anti-democratic",3,5,5
"2563",1311460429,1,1,1,1,"centre","centre","pro-democratic",7,1,3
"2564",1312578733,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","anti-democratic",NA,4,NA
"2565",1313140409,1,1,1,1,"centre","centre","pro-democratic",4,3,1
"2566",1312578739,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",6,2,4
"2567",1313459737,NA,NA,NA,NA,"left-wing","left/right wing","anti-democratic",NA,NA,NA
"2568",1311633889,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre-right","moderate left/right","anti-democratic",4,4,4
"2569",1313472163,1,1,1,1,"right-wing","left/right wing","pro-democratic",3,5,4
"2570",1313459771,1,1,1,1,"control","control","control",NA,1,NA
