"","caseid","Leg_01","Leg_SameRights","Leg_DiscussProposals","Leg_AcceptDecisions","treat_ideol","treat_mod","treat_demo","PercDemnorm","threat","PercIdeol"
"1331",1308784101,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre-right","moderate left/right","anti-democratic",3,5,5
"1332",1308304717,0.722222222222222,0.833333333333333,0.666666666666667,0.666666666666667,"centre","centre","anti-democratic",4,4,3
"1333",1309519375,0.333333333333333,1,0,0,"left-wing","left/right wing","pro-democratic",5,NA,NA
"1334",1309129059,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","pro-democratic",4,2,4
"1335",1309525989,1,1,1,1,"centre-left","moderate left/right","anti-democratic",1,7,1
"1336",1309048361,0.888888888888889,0.833333333333333,1,0.833333333333333,"control","control","control",4,4,3
"1337",1309278119,1,1,1,1,"centre-right","moderate left/right","pro-democratic",4,2,2
"1338",1309322065,0.722222222222222,1,0.5,0.666666666666667,"right-wing","left/right wing","anti-democratic",1,7,1
"1339",1309332881,NA,NA,NA,NA,"centre","centre","anti-democratic",4,4,NA
"1340",1309590079,0.777777777777778,0.833333333333333,0.666666666666667,0.833333333333333,"centre-right","moderate left/right","anti-democratic",3,5,NA
"1341",1309589253,1,1,1,1,"centre-right","moderate left/right","pro-democratic",3,4,4
"1342",1309590419,1,1,1,1,"centre-left","moderate left/right","pro-democratic",4,NA,NA
"1343",1308516419,0.722222222222222,0.5,1,0.666666666666667,"right-wing","left/right wing","pro-democratic",7,7,5
"1344",1309617493,0.888888888888889,0.833333333333333,1,0.833333333333333,"left-wing","left/right wing","anti-democratic",2,5,1
"1345",1308797073,1,1,1,1,"centre","centre","pro-democratic",7,2,3
"1346",1309645585,1,1,1,1,"left-wing","left/right wing","anti-democratic",5,1,1
"1347",1309374231,1,1,1,1,"centre-left","moderate left/right","pro-democratic",7,1,2
"1348",1309184991,NA,NA,NA,NA,"centre","centre","anti-democratic",NA,NA,NA
"1349",1309690545,0.555555555555556,0.5,0.5,0.666666666666667,"centre","centre","anti-democratic",4,3,2
"1350",1309695595,NA,0.666666666666667,NA,NA,"centre-right","moderate left/right","anti-democratic",7,4,2
"1351",1309700475,1,1,1,1,"control","control","control",3,5,4
"1352",1308559879,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","pro-democratic",5,3,2
"1353",1309511483,0.666666666666667,0,1,1,"centre-left","moderate left/right","anti-democratic",1,6,3
"1354",1308830661,0.944444444444444,1,1,0.833333333333333,"right-wing","left/right wing","pro-democratic",6,1,5
"1355",1309964917,1,1,1,1,"right-wing","left/right wing","pro-democratic",7,1,5
"1356",1309321929,NA,0.833333333333333,0.833333333333333,NA,"left-wing","left/right wing","pro-democratic",NA,2,1
"1357",1309048383,1,1,1,1,"centre-right","moderate left/right","pro-democratic",4,3,5
"1358",1310094407,1,1,1,1,"centre-left","moderate left/right","anti-democratic",3,5,2
"1359",1310127635,1,1,1,1,"right-wing","left/right wing","anti-democratic",4,5,5
"1360",1310159795,0.555555555555556,0.5,0.5,0.666666666666667,"right-wing","left/right wing","pro-democratic",4,4,3
"1361",1310169693,1,1,1,1,"centre","centre","anti-democratic",3,5,2
"1362",1308642801,NA,NA,NA,NA,"centre","centre","pro-democratic",NA,NA,NA
"1363",1310186667,1,1,1,1,"centre-right","moderate left/right","pro-democratic",3,2,1
"1364",1310186041,1,1,1,1,"centre-left","moderate left/right","pro-democratic",4,7,1
"1365",1310246527,NA,NA,0.5,NA,"right-wing","left/right wing","anti-democratic",4,5,NA
"1366",1310240311,1,1,1,1,"left-wing","left/right wing","anti-democratic",3,2,1
"1367",1310261701,1,1,1,1,"control","control","control",5,1,5
"1368",1309322057,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","anti-democratic",NA,NA,NA
"1369",1310285003,0.5,0.5,0.5,0.5,"centre","centre","anti-democratic",4,4,2
"1370",1310293743,0.555555555555556,0.666666666666667,0.5,0.5,"centre-left","moderate left/right","pro-democratic",4,1,NA
"1371",1310296419,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","anti-democratic",2,5,5
"1372",1310296765,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","pro-democratic",4,7,3
"1373",1310317437,1,1,1,1,"centre-left","moderate left/right","anti-democratic",5,1,2
"1374",1310327561,0.5,0.666666666666667,0.333333333333333,0.5,"left-wing","left/right wing","pro-democratic",3,5,NA
"1375",1308746807,1,1,1,1,"left-wing","left/right wing","pro-democratic",7,1,1
"1376",1310320975,0.5,0.5,0.5,0.5,"left-wing","left/right wing","anti-democratic",4,3,2
"1377",1310336125,1,1,1,1,"centre-right","moderate left/right","pro-democratic",NA,1,3
"1378",1306565513,1,1,1,1,"control","control","control",6,1,3
"1379",1310344769,1,1,1,1,"right-wing","left/right wing","pro-democratic",7,1,5
"1380",1308830769,1,1,1,1,"control","control","control",6,2,3
"1381",1308783963,1,1,1,1,"left-wing","left/right wing","anti-democratic",1,7,5
"1382",1310354949,1,1,1,1,"centre","centre","pro-democratic",6,1,3
"1383",1310361067,NA,NA,NA,NA,"centre-left","moderate left/right","anti-democratic",NA,NA,NA
"1384",1310242055,1,1,1,1,"centre-right","moderate left/right","anti-democratic",4,5,1
"1385",1310374779,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,"centre","centre","anti-democratic",1,7,1
"1386",1310375093,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre-right","moderate left/right","pro-democratic",3,5,4
"1387",1310374885,0.944444444444444,1,1,0.833333333333333,"left-wing","left/right wing","pro-democratic",7,7,1
"1388",1310394459,0.444444444444444,0.333333333333333,0.5,0.5,"right-wing","left/right wing","pro-democratic",4,5,3
"1389",1310343267,1,1,1,1,"centre-left","moderate left/right","pro-democratic",5,3,NA
"1390",1310396193,1,1,1,1,"right-wing","left/right wing","anti-democratic",5,3,2
"1391",1310375125,1,1,1,1,"right-wing","left/right wing","anti-democratic",4,4,2
"1392",1310402751,NA,NA,NA,NA,"centre-right","moderate left/right","anti-democratic",NA,NA,NA
"1393",1310402245,1,1,1,1,"control","control","control",4,2,4
"1394",1310403233,1,1,1,1,"centre","centre","pro-democratic",NA,5,3
"1395",1305663399,1,1,1,1,"left-wing","left/right wing","anti-democratic",5,2,2
"1396",1310343061,1,1,1,1,"centre-left","moderate left/right","anti-democratic",NA,4,NA
"1397",1310404027,1,1,1,1,"left-wing","left/right wing","pro-democratic",7,1,1
"1398",1310405669,1,1,1,1,"centre-left","moderate left/right","pro-democratic",4,3,1
"1399",1308784071,1,1,1,1,"centre-right","moderate left/right","pro-democratic",2,5,5
"1400",1308604413,NA,NA,NA,NA,"centre-right","moderate left/right","pro-democratic",NA,NA,NA
"1401",1310452563,0.5,0.5,0.5,0.5,"centre","centre","pro-democratic",4,4,2
"1402",1308830849,0.888888888888889,1,1,0.666666666666667,"centre-right","moderate left/right","anti-democratic",4,2,5
"1403",1310440037,0.944444444444444,0.833333333333333,1,1,"right-wing","left/right wing","anti-democratic",7,3,4
"1404",1310394785,1,1,1,1,"left-wing","left/right wing","anti-democratic",5,2,1
"1405",1310447763,1,1,1,1,"centre-left","moderate left/right","pro-democratic",4,4,3
"1406",1310446417,0.944444444444444,1,1,0.833333333333333,"right-wing","left/right wing","pro-democratic",4,3,2
"1407",1310447783,1,1,1,1,"control","control","control",5,3,4
"1408",1310457529,0.611111111111111,0.833333333333333,1,0,"control","control","control",5,7,4
"1409",1310457587,1,1,1,1,"right-wing","left/right wing","anti-democratic",6,2,4
"1410",1310446641,1,1,1,1,"left-wing","left/right wing","pro-democratic",6,2,1
"1411",1308688331,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre","centre","anti-democratic",4,4,3
"1412",1310462395,0.666666666666667,0.333333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","anti-democratic",2,3,1
"1413",1309033565,NA,0.666666666666667,NA,NA,"centre-right","moderate left/right","anti-democratic",4,5,5
"1414",1308642499,1,1,1,1,"centre-left","moderate left/right","anti-democratic",7,6,5
"1415",1303527151,0.5,0.166666666666667,0.833333333333333,0.5,"left-wing","left/right wing","pro-democratic",4,5,3
"1416",1310463483,NA,NA,0,0,"centre","centre","pro-democratic",NA,NA,NA
"1417",1310463431,1,1,1,1,"left-wing","left/right wing","anti-democratic",6,1,NA
"1418",1306446325,0.944444444444444,1,1,0.833333333333333,"centre-right","moderate left/right","pro-democratic",4,5,NA
"1419",1310465549,0.888888888888889,0.666666666666667,1,1,"centre","centre","anti-democratic",NA,NA,NA
"1420",1308940437,0.5,0.5,0.5,0.5,"right-wing","left/right wing","anti-democratic",NA,2,NA
"1421",1310465627,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre-left","moderate left/right","anti-democratic",5,3,2
"1422",1310465517,1,1,1,1,"centre-right","moderate left/right","pro-democratic",7,6,NA
"1423",1310343403,0.722222222222222,0.833333333333333,0.666666666666667,0.666666666666667,"centre-left","moderate left/right","pro-democratic",5,3,2
"1424",1310465843,0.5,0.5,0.5,0.5,"centre","centre","pro-democratic",NA,NA,NA
"1425",1310486891,NA,0.5,NA,NA,"right-wing","left/right wing","pro-democratic",NA,NA,NA
"1426",1310512385,1,1,1,1,"centre-right","moderate left/right","anti-democratic",6,2,4
"1427",1310512723,0.5,0.5,0.5,0.5,"centre-left","moderate left/right","pro-democratic",NA,4,NA
"1428",1310465841,0.944444444444444,1,1,0.833333333333333,"left-wing","left/right wing","anti-democratic",1,5,1
"1429",1310512919,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","anti-democratic",4,6,NA
"1430",1310507351,0.611111111111111,0.5,0.666666666666667,0.666666666666667,"control","control","control",3,3,NA
"1431",1310465447,1,1,1,1,"right-wing","left/right wing","pro-democratic",7,1,5
"1432",1310513957,1,1,1,1,"centre-left","moderate left/right","anti-democratic",4,NA,NA
"1433",1310487587,0.722222222222222,0.666666666666667,0.833333333333333,0.666666666666667,"centre-right","moderate left/right","pro-democratic",4,4,1
"1434",1310505337,1,1,1,1,"left-wing","left/right wing","pro-democratic",4,1,1
"1435",1310465547,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre","centre","pro-democratic",4,4,NA
"1436",1310354069,1,1,1,1,"left-wing","left/right wing","anti-democratic",1,7,1
"1437",1308726021,1,1,1,1,"control","control","control",4,3,5
"1438",1310523229,1,1,1,1,"left-wing","left/right wing","anti-democratic",1,5,1
"1439",1310394537,0.555555555555556,0.5,0.5,0.666666666666667,"centre","centre","anti-democratic",NA,3,2
"1440",1310465577,1,1,1,1,"right-wing","left/right wing","anti-democratic",6,2,NA
"1441",1310542537,1,1,1,1,"control","control","control",NA,4,NA
"1442",1310522933,1,1,1,1,"right-wing","left/right wing","anti-democratic",1,4,5
"1443",1310546097,0.666666666666667,0.5,0.833333333333333,0.666666666666667,"centre","centre","pro-democratic",6,4,2
"1444",1310528327,1,1,1,1,"centre","centre","anti-democratic",5,1,4
"1445",1310446257,1,1,1,1,"left-wing","left/right wing","pro-democratic",NA,1,1
"1446",1308927613,0.5,0.5,0.5,0.5,"right-wing","left/right wing","anti-democratic",4,4,NA
"1447",1310528147,1,1,1,1,"left-wing","left/right wing","pro-democratic",NA,NA,NA
"1448",1310242353,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","anti-democratic",3,5,5
"1449",1308559477,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"control","control","control",4,4,3
"1450",1310522515,0.944444444444444,0.833333333333333,1,1,"centre-right","moderate left/right","anti-democratic",5,3,NA
"1451",1310281719,0.166666666666667,0.333333333333333,0.166666666666667,0,"right-wing","left/right wing","anti-democratic",3,4,3
"1452",1310523779,1,1,1,1,"right-wing","left/right wing","pro-democratic",6,3,5
"1453",1310523161,0.5,0.833333333333333,0.5,0.166666666666667,"right-wing","left/right wing","pro-democratic",2,5,5
"1454",1310542737,NA,NA,0.5,0.333333333333333,"centre-left","moderate left/right","anti-democratic",5,3,NA
"1455",1308704567,1,1,1,1,"centre","centre","anti-democratic",6,1,3
"1456",1308604427,1,1,1,1,"centre-left","moderate left/right","pro-democratic",NA,NA,2
"1457",1310343045,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"left-wing","left/right wing","anti-democratic",NA,3,NA
"1458",1310465589,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre","centre","pro-democratic",5,3,2
"1459",1310394675,1,1,1,1,"centre-right","moderate left/right","pro-democratic",7,2,4
"1460",1310446391,1,1,1,1,"control","control","control",5,1,NA
"1461",1308977099,1,1,1,1,"right-wing","left/right wing","pro-democratic",5,1,5
"1462",1309349639,0.555555555555556,0.5,0.666666666666667,0.5,"centre-left","moderate left/right","pro-democratic",4,3,NA
"1463",1310576375,0.722222222222222,0.5,0.666666666666667,1,"centre","centre","pro-democratic",4,4,NA
"1464",1310446247,0.722222222222222,0.833333333333333,0.833333333333333,0.5,"left-wing","left/right wing","pro-democratic",1,7,1
"1465",1310568545,1,1,1,1,"centre-right","moderate left/right","anti-democratic",NA,5,4
"1466",1310570645,1,1,1,1,"centre-right","moderate left/right","pro-democratic",3,5,4
"1467",1309322059,1,1,1,1,"right-wing","left/right wing","anti-democratic",NA,NA,3
"1468",1310465741,0.944444444444444,1,1,0.833333333333333,"centre-left","moderate left/right","anti-democratic",NA,1,NA
"1469",1310342937,1,1,1,1,"control","control","control",4,2,2
"1470",1308927471,NA,NA,NA,NA,"left-wing","left/right wing","anti-democratic",NA,NA,NA
"1471",1308940061,1,1,1,1,"centre-left","moderate left/right","anti-democratic",2,3,2
"1472",1310528381,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","anti-democratic",5,4,3
"1473",1308725787,1,1,1,1,"centre-right","moderate left/right","anti-democratic",2,6,5
"1474",1310528087,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","pro-democratic",NA,4,4
"1475",1306499553,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","pro-democratic",4,4,3
"1476",1310353961,1,1,1,1,"left-wing","left/right wing","pro-democratic",1,2,1
"1477",1310510715,0.944444444444444,0.833333333333333,1,1,"centre-right","moderate left/right","pro-democratic",5,4,4
"1478",1310570623,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre-left","moderate left/right","anti-democratic",5,4,1
"1479",1308847021,1,1,1,1,"centre-right","moderate left/right","anti-democratic",7,1,4
"1480",1310226979,0.777777777777778,0.833333333333333,0.833333333333333,0.666666666666667,"control","control","control",4,4,3
"1481",1310595907,0.888888888888889,1,1,0.666666666666667,"centre-left","moderate left/right","pro-democratic",NA,4,1
"1482",1310585585,1,1,1,1,"right-wing","left/right wing","pro-democratic",1,NA,5
"1483",1310478747,0.888888888888889,1,1,0.666666666666667,"centre-right","moderate left/right","anti-democratic",1,6,5
"1484",1309349657,1,1,1,1,"right-wing","left/right wing","anti-democratic",3,4,2
"1485",1310570759,1,1,1,1,"left-wing","left/right wing","anti-democratic",6,2,1
"1486",1310510989,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"left-wing","left/right wing","pro-democratic",4,5,1
"1487",1310446687,0.611111111111111,0.833333333333333,0.5,0.5,"centre","centre","anti-democratic",4,7,1
"1488",1308048497,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","pro-democratic",4,4,5
"1489",1310570787,1,1,1,1,"left-wing","left/right wing","pro-democratic",1,NA,2
"1490",1310585697,1,1,1,1,"centre-left","moderate left/right","anti-democratic",NA,1,3
"1491",1310674313,0.722222222222222,0.666666666666667,1,0.5,"centre","centre","pro-democratic",3,3,4
"1492",1310585509,1,1,1,1,"right-wing","left/right wing","pro-democratic",4,5,5
"1493",1310570577,0.5,0.5,0.5,0.5,"centre-left","moderate left/right","pro-democratic",NA,NA,NA
"1494",1310343101,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"control","control","control",NA,NA,NA
"1495",1310465721,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","anti-democratic",2,3,2
"1496",1310510765,1,1,1,1,"centre-left","moderate left/right","anti-democratic",4,4,NA
"1497",1310679597,1,1,1,1,"right-wing","left/right wing","anti-democratic",3,7,5
"1498",1310570613,0.944444444444444,0.833333333333333,1,1,"centre-right","moderate left/right","anti-democratic",2,6,5
"1499",1310446201,1,1,1,1,"left-wing","left/right wing","anti-democratic",5,4,2
"1500",1310673253,0.555555555555556,0.666666666666667,0.5,0.5,"centre-right","moderate left/right","anti-democratic",4,4,NA
"1501",1310343251,NA,1,1,NA,"centre","centre","pro-democratic",5,3,4
"1502",1310673277,1,1,1,1,"control","control","control",7,1,NA
"1503",1310570783,1,1,1,1,"right-wing","left/right wing","pro-democratic",7,1,5
"1504",1310682897,1,1,1,1,"centre","centre","anti-democratic",3,6,5
"1505",1310635717,1,1,1,1,"centre-left","moderate left/right","pro-democratic",7,1,2
"1506",1310527707,1,1,1,1,"left-wing","left/right wing","anti-democratic",5,2,1
"1507",1310570633,1,1,1,1,"control","control","control",NA,NA,NA
"1508",1308927781,1,1,1,1,"left-wing","left/right wing","pro-democratic",7,1,2
"1509",1310570793,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre","centre","anti-democratic",3,4,4
"1510",1310701475,0.833333333333333,0.666666666666667,1,0.833333333333333,"right-wing","left/right wing","anti-democratic",7,1,4
"1511",1310701479,0.722222222222222,0.833333333333333,0.666666666666667,0.666666666666667,"left-wing","left/right wing","pro-democratic",5,3,3
"1512",1308976841,1,1,1,1,"centre-left","moderate left/right","anti-democratic",4,2,2
"1513",1310698167,0.944444444444444,1,1,0.833333333333333,"centre-left","moderate left/right","pro-democratic",6,4,2
"1514",1308688389,0.888888888888889,1,1,0.666666666666667,"centre-right","moderate left/right","pro-democratic",1,7,NA
"1515",1310635801,1,1,1,1,"left-wing","left/right wing","pro-democratic",6,3,1
"1516",1308704389,NA,NA,NA,NA,"right-wing","left/right wing","pro-democratic",NA,NA,NA
"1517",1308994239,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",4,5,5
"1518",1310672983,1,1,1,1,"centre-left","moderate left/right","anti-democratic",7,1,NA
"1519",1310585447,1,1,1,1,"control","control","control",4,1,NA
"1520",1308994375,0.444444444444444,0.5,0.333333333333333,0.5,"left-wing","left/right wing","anti-democratic",5,2,1
"1521",1310701387,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","anti-democratic",NA,NA,NA
"1522",1310570589,0.666666666666667,1,0.5,0.5,"centre","centre","pro-democratic",2,4,1
"1523",1308688327,1,1,1,1,"centre-left","moderate left/right","pro-democratic",NA,3,4
"1524",1308878669,1,1,1,1,"centre","centre","pro-democratic",4,5,3
"1525",1310570903,1,1,1,1,"right-wing","left/right wing","anti-democratic",5,1,4
"1526",1310446419,1,1,1,1,"centre","centre","anti-democratic",4,6,5
"1527",1310402585,1,1,1,1,"left-wing","left/right wing","pro-democratic",NA,NA,1
"1528",1310394721,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","anti-democratic",4,5,4
"1529",1310394681,NA,NA,NA,NA,"right-wing","left/right wing","anti-democratic",NA,NA,NA
"1530",1310343217,1,1,1,1,"right-wing","left/right wing","pro-democratic",6,2,4
"1531",1310465847,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre-right","moderate left/right","pro-democratic",3,5,NA
"1532",1310719331,NA,NA,NA,NA,"left-wing","left/right wing","anti-democratic",NA,NA,NA
"1533",1308976835,1,1,1,1,"left-wing","left/right wing","pro-democratic",NA,1,1
"1534",1310465613,1,1,1,1,"right-wing","left/right wing","anti-democratic",6,1,5
"1535",1306499071,NA,NA,NA,NA,"left-wing","left/right wing","anti-democratic",NA,NA,NA
"1536",1310718349,0.888888888888889,0.833333333333333,1,0.833333333333333,"right-wing","left/right wing","pro-democratic",6,2,5
"1537",1257999117,1,1,1,1,"control","control","control",NA,2,NA
"1538",1310717713,0.888888888888889,0.833333333333333,0.833333333333333,1,"centre","centre","anti-democratic",2,6,NA
"1539",1310585511,1,1,1,1,"centre-right","moderate left/right","anti-democratic",1,7,5
"1540",1310623941,1,1,1,1,"centre-right","moderate left/right","anti-democratic",7,1,3
"1541",1310684807,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","pro-democratic",5,3,NA
"1542",1310766241,0.555555555555556,0.5,0.833333333333333,0.333333333333333,"centre-right","moderate left/right","anti-democratic",4,3,3
"1543",1310570653,1,1,1,1,"centre","centre","anti-democratic",4,4,4
"1544",1310446253,1,1,1,1,"left-wing","left/right wing","pro-democratic",4,6,1
"1545",1310585413,1,1,1,1,"centre-right","moderate left/right","pro-democratic",5,4,4
"1546",1310241885,1,1,1,1,"control","control","control",7,2,NA
"1547",1310528355,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,"centre-left","moderate left/right","pro-democratic",4,4,1
"1548",1310775129,0.555555555555556,0.166666666666667,1,0.5,"right-wing","left/right wing","anti-democratic",5,3,3
"1549",1308531043,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre","centre","pro-democratic",NA,NA,NA
"1550",1308976935,NA,NA,NA,NA,"left-wing","left/right wing","anti-democratic",NA,NA,NA
"1551",1310771609,1,1,1,1,"centre","centre","pro-democratic",4,1,NA
"1552",1310297881,0.666666666666667,0.5,1,0.5,"right-wing","left/right wing","anti-democratic",5,3,3
"1553",1310528341,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","anti-democratic",4,4,2
"1554",1310770641,0.944444444444444,1,1,0.833333333333333,"control","control","control",7,3,3
"1555",1310527721,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",5,6,5
"1556",1308830653,NA,NA,NA,NA,"centre-right","moderate left/right","pro-democratic",NA,NA,NA
"1557",1310673183,1,1,1,1,"centre-left","moderate left/right","anti-democratic",2,5,4
"1558",1310770571,1,1,1,1,"control","control","control",7,1,NA
"1559",1310353855,1,1,1,1,"centre","centre","anti-democratic",6,3,5
"1560",1310770433,1,1,1,1,"right-wing","left/right wing","pro-democratic",4,1,5
"1561",1310684329,1,1,1,1,"left-wing","left/right wing","anti-democratic",4,1,2
"1562",1308939995,1,1,1,1,"centre-left","moderate left/right","pro-democratic",6,NA,2
"1563",1310770439,NA,NA,NA,NA,"right-wing","left/right wing","anti-democratic",NA,NA,NA
"1564",1308927195,1,1,1,1,"right-wing","left/right wing","pro-democratic",NA,6,5
"1565",1310774625,1,1,1,1,"centre-right","moderate left/right","anti-democratic",7,1,4
"1566",1310779105,NA,NA,NA,NA,"centre","centre","anti-democratic",NA,4,NA
"1567",1310776105,0.888888888888889,1,1,0.666666666666667,"left-wing","left/right wing","anti-democratic",5,4,3
"1568",1308830705,NA,0.666666666666667,NA,NA,"centre-right","moderate left/right","pro-democratic",5,2,NA
"1569",1307018121,0.5,0.5,0.5,0.5,"left-wing","left/right wing","pro-democratic",NA,4,4
"1570",1310781527,1,1,1,1,"centre-left","moderate left/right","anti-democratic",5,2,1
"1571",1310795115,0.555555555555556,0.833333333333333,0.666666666666667,0.166666666666667,"centre-right","moderate left/right","pro-democratic",4,4,3
"1572",1310777321,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,"centre-right","moderate left/right","pro-democratic",4,4,NA
"1573",1308784003,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre","centre","anti-democratic",2,4,5
"1574",1310465595,0.388888888888889,0.333333333333333,0.5,0.333333333333333,"centre-left","moderate left/right","anti-democratic",4,5,3
"1575",1301935093,1,1,1,1,"right-wing","left/right wing","anti-democratic",NA,NA,NA
"1576",1310510689,1,1,1,1,"left-wing","left/right wing","pro-democratic",5,NA,1
"1577",1310806221,1,1,1,1,"centre","centre","pro-democratic",NA,4,3
"1578",1310353971,0.944444444444444,0.833333333333333,1,1,"centre-right","moderate left/right","pro-democratic",NA,6,5
"1579",1308688399,0.888888888888889,0.833333333333333,1,0.833333333333333,"centre","centre","anti-democratic",4,3,NA
"1580",1310808213,0.944444444444444,1,1,0.833333333333333,"control","control","control",5,4,4
"1581",1310808325,1,1,1,1,"right-wing","left/right wing","pro-democratic",NA,NA,NA
"1582",1310673221,0.722222222222222,0.5,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","pro-democratic",7,5,NA
"1583",1310778837,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-right","moderate left/right","anti-democratic",3,5,5
"1584",1310353985,1,1,1,1,"centre-left","moderate left/right","pro-democratic",7,1,2
"1585",1308940369,NA,1,1,NA,"right-wing","left/right wing","pro-democratic",NA,5,5
"1586",1310570609,1,1,1,1,"left-wing","left/right wing","pro-democratic",2,2,NA
"1587",1308940175,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"left-wing","left/right wing","anti-democratic",2,5,1
"1588",1308377655,0.944444444444444,1,1,0.833333333333333,"control","control","control",6,2,4
"1589",1310824501,0.777777777777778,0.833333333333333,0.833333333333333,0.666666666666667,"right-wing","left/right wing","anti-democratic",1,7,5
"1590",1310684319,0.944444444444444,1,1,0.833333333333333,"centre","centre","anti-democratic",2,5,NA
"1591",1310863667,0.722222222222222,0.5,0.833333333333333,0.833333333333333,"centre","centre","pro-democratic",3,4,3
"1592",1310863163,1,1,1,1,"centre-left","moderate left/right","anti-democratic",6,2,3
"1593",1309033731,1,1,1,1,"control","control","control",NA,NA,NA
"1594",1310863199,0.388888888888889,0.5,0.5,0.166666666666667,"centre-right","moderate left/right","anti-democratic",4,4,NA
"1595",1310874851,NA,NA,NA,NA,"left-wing","left/right wing","pro-democratic",NA,NA,NA
"1596",1308927463,1,1,1,1,"centre-right","moderate left/right","pro-democratic",4,NA,NA
"1597",1310778987,0.5,0.5,0.5,0.5,"centre","centre","pro-democratic",4,4,NA
"1598",1310770467,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"centre-left","moderate left/right","pro-democratic",6,3,2
"1599",1310446671,1,1,1,1,"centre","centre","anti-democratic",7,1,3
"1600",1308878469,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",4,4,2
"1601",1310869353,1,1,1,1,"left-wing","left/right wing","anti-democratic",5,2,NA
"1602",1310863091,NA,NA,NA,NA,"left-wing","left/right wing","anti-democratic",4,4,NA
"1603",1310770555,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,"right-wing","left/right wing","pro-democratic",7,2,NA
"1604",1310733793,1,1,1,1,"centre-right","moderate left/right","anti-democratic",NA,NA,5
"1605",1310778961,0.944444444444444,1,1,0.833333333333333,"control","control","control",7,1,5
"1606",1310863067,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"centre","centre","anti-democratic",3,5,1
"1607",1310863123,NA,NA,NA,NA,"centre-right","moderate left/right","anti-democratic",NA,NA,NA
"1608",1310824337,0.888888888888889,0.666666666666667,1,1,"left-wing","left/right wing","anti-democratic",4,4,NA
"1609",1310672981,0.777777777777778,1,1,0.333333333333333,"centre-right","moderate left/right","anti-democratic",4,4,4
"1610",1308345671,1,1,1,1,"centre-left","moderate left/right","anti-democratic",1,3,NA
"1611",1310465367,1,1,1,1,"right-wing","left/right wing","anti-democratic",NA,NA,NA
"1612",1310863539,1,1,1,1,"right-wing","left/right wing","anti-democratic",2,6,5
